Település,Településtípus,2022-es helyezés a rangsorban,2022-es Indexpontszám,rangsor2014,index2014,Rangsor helyezés változása 2014-hez képest,Indexpontszám változása 2014-hez képest
Záhony,Kistelepülés,128,"13,7",19,"14,2",-109,"0,5"
Felsőpakony,Kistelepülés,225,"12,8",374,"9,8",149,-3
Letenye,Kistelepülés,293,"12,4",161,"10,8",-132,"-1,6"
Hegyeshalom,Kistelepülés,147,"13,4",138,11,-9,"-2,4"
Bag,Kistelepülés,438,"11,6",342,10,-96,"-1,6"
Szajol,Kistelepülés,209,"12,9",239,"10,4",30,"-2,5"
Bóly,Kistelepülés,17,"17,3",37,13,20,"-4,3"
Verpelét,Kistelepülés,457,"11,5",453,"9,6",-4,"-1,9"
Nyírpazony,Kistelepülés,230,"12,8",285,"10,2",55,"-2,6"
Földes,Kistelepülés,445,"11,5",371,"9,8",-74,"-1,7"
Ásotthalom,Kistelepülés,779,"10,4",1337,8,558,"-2,4"
Kiszombor,Kistelepülés,525,"11,2",559,"9,3",34,"-1,9"
Dombrád,Kistelepülés,170,"13,2",200,"10,5",30,"-2,7"
Pákozd,Kistelepülés,74,"14,8",90,"11,4",16,"-3,4"
Csobánka,Kistelepülés,238,"12,7",169,"10,7",-69,-2
Napkor,Kistelepülés,441,"11,6",641,"9,1",200,"-2,5"
Nyírábrány,Kistelepülés,923,10,736,"8,9",-187,"-1,1"
Sóskút,Kistelepülés,46,"15,7",457,"9,6",411,"-6,1"
Kulcs,Kistelepülés,308,"12,3",367,"9,8",59,"-2,5"
Nyíracsád,Kistelepülés,615,"10,9",634,"9,2",19,"-1,7"
Simontornya,Kistelepülés,61,"15,2",40,"12,9",-21,"-2,3"
Cibakháza,Kistelepülés,924,10,1529,"7,8",605,"-2,2"
Arló,Kistelepülés,2635,"7,2",2270,"6,9",-365,"-0,3"
Tápióbicske,Kistelepülés,697,"10,6",2094,"7,2",1397,"-3,4"
Ráckeresztúr,Kistelepülés,307,"12,3",420,"9,7",113,"-2,6"
Zagyvarékas,Kistelepülés,675,"10,7",628,"9,2",-47,"-1,5"
Mezőkeresztes,Kistelepülés,482,"11,4",472,"9,5",-10,"-1,9"
Vértesszőlős,Kistelepülés,106,14,73,"11,8",-33,"-2,2"
Hort,Kistelepülés,512,"11,3",518,"9,4",6,"-1,9"
Baktalórántháza,Kistelepülés,235,"12,7",32,"13,3",-203,"0,6"
Győrszemere,Kistelepülés,326,"12,1",331,10,5,"-2,1"
Hernádnémeti,Kistelepülés,547,"11,1",1171,"8,3",624,"-2,8"
Tápiógyörgye,Kistelepülés,585,11,986,"8,5",401,"-2,5"
Felsőtárkány,Kistelepülés,94,"14,3",126,"11,1",32,"-3,2"
Sződ,Kistelepülés,195,13,290,"10,2",95,"-2,8"
Taktaharkány,Kistelepülés,1370,"9,2",1246,"8,1",-124,"-1,1"
Baracs,Kistelepülés,1041,"9,8",341,10,-700,"0,2"
Farmos,Kistelepülés,424,"11,7",1619,"7,7",1195,-4
Bábolna,Kistelepülés,65,"15,2",64,12,-1,"-3,2"
Érsekvadkert,Kistelepülés,647,"10,8",532,"9,4",-115,"-1,4"
Kál,Kistelepülés,609,"10,9",1450,"7,9",841,-3
Vaja,Kistelepülés,558,"11,1",298,"10,1",-260,-1
Cserszegtomaj,Kistelepülés,217,"12,8",256,"10,3",39,"-2,5"
Kállósemjén,Kistelepülés,544,"11,2",647,"9,1",103,"-2,1"
Harta,Kistelepülés,305,"12,3",275,"10,2",-30,"-2,1"
Zsombó,Kistelepülés,357,12,469,"9,6",112,"-2,4"
Táborfalva,Kistelepülés,505,"11,3",633,"9,2",128,"-2,1"
Hosszúhetény,Kistelepülés,249,"12,6",320,10,71,"-2,6"
Herend,Kistelepülés,75,"14,7",102,"11,3",27,"-3,4"
Röszke,Kistelepülés,257,"12,6",261,"10,3",4,"-2,3"
Sükösd,Kistelepülés,738,"10,5",1140,"8,3",402,"-2,2"
Fertőd,Kistelepülés,109,"13,9",92,"11,4",-17,"-2,5"
Hévízgyörk,Kistelepülés,296,"12,4",329,10,33,"-2,4"
Békésszentandrás,Kistelepülés,152,"13,4",389,"9,8",237,"-3,6"
Dunabogdány,Kistelepülés,189,13,346,"9,9",157,"-3,1"
Kétegyháza,Kistelepülés,634,"10,8",624,"9,2",-10,"-1,6"
Gávavencsellő,Kistelepülés,593,11,640,"9,1",47,"-1,9"
Halászi,Kistelepülés,190,13,293,"10,1",103,"-2,9"
Ajak,Kistelepülés,280,"12,4",91,"11,4",-189,-1
Erdőtelek,Kistelepülés,979,"9,9",1122,"8,3",143,"-1,6"
Vép,Kistelepülés,269,"12,5",108,"11,2",-161,"-1,3"
Hodász,Kistelepülés,2165,"8,2",1759,"7,5",-406,"-0,7"
Orgovány,Kistelepülés,722,"10,6",2014,"7,2",1292,"-3,4"
Gönyű,Kistelepülés,67,15,201,"10,5",134,"-4,5"
Bordány,Kistelepülés,573,"11,1",933,"8,6",360,"-2,5"
Gádoros,Kistelepülés,672,"10,7",757,"8,9",85,"-1,8"
Tuzsér,Kistelepülés,882,"10,1",985,"8,5",103,"-1,6"
Abda,Kistelepülés,77,"14,7",53,"12,4",-24,"-2,3"
Lébény,Kistelepülés,219,"12,8",191,"10,6",-28,"-2,2"
Kengyel,Kistelepülés,770,"10,4",1201,"8,2",431,"-2,2"
Nagybajom,Kistelepülés,554,"11,1",592,"9,2",38,"-1,9"
Balástya,Kistelepülés,480,"11,4",490,"9,5",10,"-1,9"
Sárosd,Kistelepülés,1067,"9,8",755,"8,9",-312,"-0,9"
Csepreg,Kistelepülés,149,"13,4",248,"10,3",99,"-3,1"
Jászalsószentgyörgy,Kistelepülés,475,"11,4",751,"8,9",276,"-2,5"
Gomba,Kistelepülés,361,12,314,10,-47,-2
Kakucs,Kistelepülés,291,"12,4",1083,"8,4",792,-4
Medgyesegyháza,Kistelepülés,444,"11,6",287,"10,2",-157,"-1,4"
Vaskút,Kistelepülés,571,"11,1",873,"8,7",302,"-2,4"
Akasztó,Kistelepülés,518,"11,2",644,"9,1",126,"-2,1"
Nagyréde,Kistelepülés,423,"11,7",432,"9,6",9,"-2,1"
Tiszabura,Kistelepülés,2772,"6,5",2452,"6,7",-320,"0,2"
Besenyszög,Kistelepülés,430,"11,6",272,"10,2",-158,"-1,4"
Csolnok,Kistelepülés,1040,"9,8",210,"10,5",-830,"0,7"
Ecséd,Kistelepülés,809,"10,3",977,"8,5",168,"-1,8"
Lepsény,Kistelepülés,344,"12,1",401,"9,7",57,"-2,4"
Baracska,Kistelepülés,255,"12,6",305,"10,1",50,"-2,5"
Öcsöd,Kistelepülés,1066,"9,8",1028,"8,4",-38,"-1,4"
Üllés,Kistelepülés,413,"11,7",745,"8,9",332,"-2,8"
Nemesvámos,Kistelepülés,8,"18,7",29,"13,4",21,"-5,3"
Dunapataj,Kistelepülés,384,"11,9",964,"8,5",580,"-3,4"
Sárszentmihály,Kistelepülés,275,"12,5",360,"9,9",85,"-2,6"
Szigetmonostor,Kistelepülés,97,"14,1",155,"10,8",58,"-3,3"
Harka,Kistelepülés,315,"12,2",348,"9,9",33,"-2,3"
Sajókaza,Kistelepülés,1446,"9,1",322,10,-1124,"0,9"
Tokodaltáró,Kistelepülés,694,"10,6",510,"9,4",-184,"-1,2"
Bakonycsernye,Kistelepülés,990,"9,9",512,"9,4",-478,"-0,5"
Hajmáskér,Kistelepülés,523,"11,2",413,"9,7",-110,"-1,5"
Ópályi,Kistelepülés,1330,"9,3",1069,"8,4",-261,"-0,9"
Hajdúszovát,Kistelepülés,1767,"8,7",1809,"7,5",42,"-1,2"
Cigánd,Kistelepülés,841,"10,2",722,"8,9",-119,"-1,3"
Öttevény,Kistelepülés,186,"13,1",221,"10,4",35,"-2,7"
Nyírbogát,Kistelepülés,278,"12,5",403,"9,7",125,"-2,8"
Csabrendek,Kistelepülés,728,"10,5",685,9,-43,"-1,5"
Boldog,Kistelepülés,682,"10,7",866,"8,7",184,-2
Bököny,Kistelepülés,2003,"8,4",2116,"7,1",113,"-1,3"
Baj,Kistelepülés,205,"12,9",243,"10,4",38,"-2,5"
Diósjenő,Kistelepülés,420,"11,7",580,"9,3",160,"-2,4"
Tápiószőlős,Kistelepülés,1052,"9,8",1969,"7,3",917,"-2,5"
Lengyeltóti,Kistelepülés,261,"12,5",463,"9,6",202,"-2,9"
Földeák,Kistelepülés,645,"10,8",962,"8,6",317,"-2,2"
Balatonszabadi,Kistelepülés,244,"12,6",402,"9,7",158,"-2,9"
Sajólád,Kistelepülés,802,"10,3",1362,8,560,"-2,3"
Ostoros,Kistelepülés,191,13,181,"10,7",-10,"-2,3"
Vámosszabadi,Kistelepülés,104,14,760,"8,9",656,"-5,1"
Borsodnádasd,Kistelepülés,1175,"9,6",718,"8,9",-457,"-0,7"
Tass,Kistelepülés,608,"10,9",584,"9,3",-24,"-1,6"
Nagyhegyes,Kistelepülés,122,"13,7",129,11,7,"-2,7"
Újhartyán,Kistelepülés,48,"15,5",111,"11,2",63,"-4,3"
Sásd,Kistelepülés,135,"13,6",177,"10,7",42,"-2,9"
Gyöngyössolymos,Kistelepülés,381,"11,9",222,"10,4",-159,"-1,5"
Apátfalva,Kistelepülés,907,"10,1",744,"8,9",-163,"-1,2"
Jászjákóhalma,Kistelepülés,955,10,819,"8,8",-136,"-1,2"
Karácsond,Kistelepülés,611,"10,9",284,"10,2",-327,"-0,7"
Herceghalom,Kistelepülés,21,"17,2",44,"12,6",23,"-4,6"
Rábapatona,Kistelepülés,659,"10,8",522,"9,4",-137,"-1,4"
Zalakomár,Kistelepülés,1244,"9,4",1486,"7,8",242,"-1,6"
Érsekcsanád,Kistelepülés,551,"11,1",880,"8,7",329,"-2,4"
Szalkszentmárton,Kistelepülés,562,"11,1",530,"9,4",-32,"-1,7"
Pátroha,Kistelepülés,1108,"9,7",1385,8,277,"-1,7"
Pócsmegyer,Kistelepülés,233,"12,7",810,"8,8",577,"-3,9"
Iváncsa,Kistelepülés,137,"13,6",377,"9,8",240,"-3,8"
Tarján,Kistelepülés,595,11,100,"11,3",-495,"0,3"
Bélapátfalva,Kistelepülés,456,"11,5",404,"9,7",-52,"-1,8"
Levelek,Kistelepülés,428,"11,6",653,"9,1",225,"-2,5"
Zamárdi,Kistelepülés,16,"17,4",10,"14,7",-6,"-2,7"
Sárisáp,Kistelepülés,1337,"9,3",974,"8,5",-363,"-0,8"
Szigetcsép,Kistelepülés,359,12,804,"8,8",445,"-3,2"
Zalalövő,Kistelepülés,684,"10,7",595,"9,2",-89,"-1,5"
Nyírbéltek,Kistelepülés,1132,"9,7",1830,"7,4",698,"-2,3"
Abaújszántó,Kistelepülés,335,"12,1",202,"10,5",-133,"-1,6"
Tápióság,Kistelepülés,689,"10,7",1239,"8,2",550,"-2,5"
Kocsord,Kistelepülés,701,"10,6",447,"9,6",-254,-1
Kóny,Kistelepülés,301,"12,3",282,"10,2",-19,"-2,1"
Jakabszállás,Kistelepülés,406,"11,8",788,"8,8",382,-3
Múcsony,Kistelepülés,465,"11,5",594,"9,2",129,"-2,3"
Forró,Kistelepülés,1004,"9,9",1119,"8,3",115,"-1,6"
Nagyigmánd,Kistelepülés,526,"11,2",122,"11,1",-404,"-0,1"
Nagymágocs,Kistelepülés,743,"10,5",740,"8,9",-3,"-1,6"
Hajós,Kistelepülés,677,"10,7",730,"8,9",53,"-1,8"
Lovasberény,Kistelepülés,270,"12,5",468,"9,6",198,"-2,9"
Pilisszántó,Kistelepülés,405,"11,8",1009,"8,5",604,"-3,3"
Nyírbogdány,Kistelepülés,600,11,1282,"8,1",682,"-2,9"
Nagycenk,Kistelepülés,227,"12,8",110,"11,2",-117,"-1,6"
Poroszló,Kistelepülés,286,"12,4",229,"10,4",-57,-2
Sárrétudvari,Kistelepülés,421,"11,7",576,"9,3",155,"-2,4"
Rétság,Kistelepülés,69,15,75,"11,8",6,"-3,2"
Dusnok,Kistelepülés,549,"11,1",493,"9,5",-56,"-1,6"
Pér,Kistelepülés,185,"13,1",386,"9,8",201,"-3,3"
Szentgál,Kistelepülés,591,11,625,"9,2",34,"-1,8"
Gencsapáti,Kistelepülés,103,14,135,11,32,-3
Tarcal,Kistelepülés,283,"12,4",328,10,45,"-2,4"
Zákányszék,Kistelepülés,925,10,969,"8,5",44,"-1,5"
Andornaktálya,Kistelepülés,243,"12,7",132,11,-111,"-1,7"
Péteri,Kistelepülés,282,"12,4",935,"8,6",653,"-3,8"
Bőcs,Kistelepülés,388,"11,9",637,"9,1",249,"-2,8"
Kesztölc,Kistelepülés,502,"11,3",1033,"8,4",531,"-2,9"
Kocs,Kistelepülés,933,10,809,"8,8",-124,"-1,2"
Kismaros,Kistelepülés,87,"14,4",133,11,46,"-3,4"
Úrhida,Kistelepülés,222,"12,8",330,10,108,"-2,8"
Gesztely,Kistelepülés,548,"11,1",1257,"8,1",709,-3
Újszilvás,Kistelepülés,371,12,1526,"7,8",1155,"-4,2"
Dánszentmiklós,Kistelepülés,448,"11,5",840,"8,7",392,"-2,8"
Hőgyész,Kistelepülés,671,"10,7",383,"9,8",-288,"-0,9"
Jászszentandrás,Kistelepülés,433,"11,6",586,"9,3",153,"-2,3"
Kisköre,Kistelepülés,589,11,299,"10,1",-290,"-0,9"
Mosonszentmiklós,Kistelepülés,818,"10,3",312,10,-506,"-0,3"
Bölcske,Kistelepülés,854,"10,2",187,"10,6",-667,"0,4"
Bugac,Kistelepülés,476,"11,4",1310,"8,1",834,"-3,3"
Balatonkenese,Kistelepülés,22,"17,1",39,"12,9",17,"-4,2"
Koroncó,Kistelepülés,254,"12,6",250,"10,3",-4,"-2,3"
Szigetszentmárton,Kistelepülés,197,"12,9",564,"9,3",367,"-3,6"
Megyaszó,Kistelepülés,1615,"8,9",695,9,-920,"0,1"
Porcsalma,Kistelepülés,1196,"9,5",854,"8,7",-342,"-0,8"
Szakoly,Kistelepülés,614,"10,9",547,"9,4",-67,"-1,5"
Táplánszentkereszt,Kistelepülés,279,"12,4",197,"10,5",-82,"-1,9"
Tiszadob,Kistelepülés,797,"10,3",1071,"8,4",274,"-1,9"
Töltéstava,Kistelepülés,155,"13,4",729,"8,9",574,"-4,5"
Sajóbábony,Kistelepülés,256,"12,6",352,"9,9",96,"-2,7"
Vál,Kistelepülés,214,"12,8",398,"9,7",184,"-3,1"
Úri,Kistelepülés,460,"11,5",1032,"8,4",572,"-3,1"
Adács,Kistelepülés,947,10,1057,"8,4",110,"-1,6"
Gyöngyöshalász,Kistelepülés,264,"12,5",378,"9,8",114,"-2,7"
Csanytelek,Kistelepülés,710,"10,6",1222,"8,2",512,"-2,4"
Piliscsév,Kistelepülés,1087,"9,7",266,"10,3",-821,"0,6"
Cece,Kistelepülés,373,12,349,"9,9",-24,"-2,1"
Madaras,Kistelepülés,1042,"9,8",2080,"7,2",1038,"-2,6"
Sárkeresztúr,Kistelepülés,1779,"8,6",2055,"7,2",276,"-1,4"
Valkó,Kistelepülés,596,11,1206,"8,2",610,"-2,8"
Jászkarajenő,Kistelepülés,711,"10,6",1743,"7,5",1032,"-3,1"
Ják,Kistelepülés,203,"12,9",310,10,107,"-2,9"
Pocsaj,Kistelepülés,938,10,726,"8,9",-212,"-1,1"
Szob,Kistelepülés,14,"17,8",15,"14,4",1,"-3,4"
Abasár,Kistelepülés,178,"13,1",152,"10,9",-26,"-2,2"
Galgahévíz,Kistelepülés,352,12,989,"8,5",637,"-3,5"
Recsk,Kistelepülés,527,"11,2",435,"9,6",-92,"-1,6"
Győrújfalu,Kistelepülés,120,"13,7",47,"12,5",-73,"-1,2"
Besenyőtelek,Kistelepülés,773,"10,4",699,9,-74,"-1,4"
Csanádpalota,Kistelepülés,741,"10,5",430,"9,6",-311,"-0,9"
Nyírmeggyes,Kistelepülés,1158,"9,6",393,"9,8",-765,"0,2"
Kosd,Kistelepülés,239,"12,7",747,"8,9",508,"-3,8"
Nagydorog,Kistelepülés,496,"11,3",274,"10,2",-222,"-1,1"
Kisláng,Kistelepülés,1522,9,845,"8,7",-677,"-0,3"
Tiszakeszi,Kistelepülés,1036,"9,8",666,"9,1",-370,"-0,7"
Kistokaj,Kistelepülés,81,"14,5",71,"11,9",-10,"-2,6"
Apc,Kistelepülés,473,"11,4",484,"9,5",11,"-1,9"
Répcelak,Kistelepülés,31,"16,4",42,"12,8",11,"-3,6"
Dunaszentgyörgy,Kistelepülés,1150,"9,6",721,"8,9",-429,"-0,7"
Petőfibánya,Kistelepülés,459,"11,5",440,"9,6",-19,"-1,9"
Mány,Kistelepülés,826,"10,2",597,"9,2",-229,-1
Iregszemcse,Kistelepülés,756,"10,5",236,"10,4",-520,"-0,1"
Ófehértó,Kistelepülés,929,10,1406,"7,9",477,"-2,1"
Maklár,Kistelepülés,64,"15,2",247,"10,4",183,"-4,8"
Tarpa,Kistelepülés,530,"11,2",557,"9,3",27,"-1,9"
Előszállás,Kistelepülés,764,"10,4",1893,"7,4",1129,-3
Pusztavám,Kistelepülés,570,"11,1",315,10,-255,"-1,1"
Prügy,Kistelepülés,1223,"9,5",1810,"7,5",587,-2
Vonyarcvashegy,Kistelepülés,43,"15,8",30,"13,3",-13,"-2,5"
Beled,Kistelepülés,160,"13,3",183,"10,7",23,"-2,6"
Budajenő,Kistelepülés,47,"15,6",179,"10,7",132,"-4,9"
Fertőrákos,Kistelepülés,247,"12,6",244,"10,4",-3,"-2,2"
Nyírlugos,Kistelepülés,640,"10,8",460,"9,6",-180,"-1,2"
Jánoshida,Kistelepülés,606,"10,9",405,"9,7",-201,"-1,2"
Karancslapujtő,Kistelepülés,1140,"9,6",724,"8,9",-416,"-0,7"
Ágfalva,Kistelepülés,242,"12,7",281,"10,2",39,"-2,5"
Kaposmérő,Kistelepülés,207,"12,9",194,"10,6",-13,"-2,3"
Biharnagybajom,Kistelepülés,790,"10,4",1000,"8,5",210,"-1,9"
Sellye,Kistelepülés,231,"12,7",112,"11,2",-119,"-1,5"
Kimle,Kistelepülés,798,"10,3",364,"9,9",-434,"-0,4"
Boldva,Kistelepülés,1436,"9,1",480,"9,5",-956,"0,4"
Naszály,Kistelepülés,431,"11,6",1127,"8,3",696,"-3,3"
Szabadkígyós,Kistelepülés,533,"11,2",514,"9,4",-19,"-1,8"
Jászszentlászló,Kistelepülés,333,"12,1",499,"9,5",166,"-2,6"
Szárliget,Kistelepülés,172,"13,2",196,"10,6",24,"-2,6"
Zsámbok,Kistelepülés,483,"11,4",895,"8,7",412,"-2,7"
Tiszaeszlár,Kistelepülés,735,"10,5",1379,8,644,"-2,5"
Bagamér,Kistelepülés,1531,9,2203,7,672,-2
Zalakaros,Kistelepülés,23,"17,1",16,"14,4",-7,"-2,7"
Szentistván,Kistelepülés,521,"11,2",623,"9,2",102,-2
Csanádapáca,Kistelepülés,706,"10,6",1162,"8,3",456,"-2,3"
Jánosháza,Kistelepülés,339,"12,1",206,"10,5",-133,"-1,6"
Sajószöged,Kistelepülés,110,"13,8",93,"11,4",-17,"-2,4"
Pellérd,Kistelepülés,855,"10,2",168,"10,7",-687,"0,5"
Vácrátót,Kistelepülés,112,"13,8",1307,"8,1",1195,"-5,7"
Kelebia,Kistelepülés,602,"10,9",897,"8,7",295,"-2,2"
Kunágota,Kistelepülés,1459,"9,1",1210,"8,2",-249,"-0,9"
Gyöngyöspata,Kistelepülés,871,"10,1",781,"8,8",-90,"-1,3"
Kadarkút,Kistelepülés,392,"11,9",414,"9,7",22,"-2,2"
Balatonföldvár,Kistelepülés,12,18,7,"14,9",-5,"-3,1"
Levél,Kistelepülés,182,"13,1",186,"10,6",4,"-2,5"
Tiszanána,Kistelepülés,1203,"9,5",1203,"8,2",0,"-1,3"
Ruzsa,Kistelepülés,1086,"9,7",1052,"8,4",-34,"-1,3"
Dunaszeg,Kistelepülés,83,"14,5",109,"11,2",26,"-3,3"
Tordas,Kistelepülés,125,"13,7",114,"11,2",-11,"-2,5"
Szomód,Kistelepülés,1062,"9,8",163,"10,8",-899,1
Ónod,Kistelepülés,985,"9,9",1440,"7,9",455,-2
Fényeslitke,Kistelepülés,180,"13,1",427,"9,6",247,"-3,5"
Nyárlőrinc,Kistelepülés,394,"11,8",482,"9,5",88,"-2,3"
Tornyospálca,Kistelepülés,1181,"9,6",1265,"8,1",84,"-1,5"
Káloz,Kistelepülés,1363,"9,2",570,"9,3",-793,"0,1"
Bácsbokod,Kistelepülés,612,"10,9",635,"9,2",23,"-1,7"
Rudabánya,Kistelepülés,958,10,1254,"8,1",296,"-1,9"
Berzence,Kistelepülés,786,"10,4",896,"8,7",110,"-1,7"
Báránd,Kistelepülés,528,"11,2",629,"9,2",101,-2
Arnót,Kistelepülés,276,"12,5",226,"10,4",-50,"-2,1"
Tunyogmatolcs,Kistelepülés,709,"10,6",794,"8,8",85,"-1,8"
Lánycsók,Kistelepülés,351,12,429,"9,6",78,"-2,4"
Görbeháza,Kistelepülés,509,"11,3",571,"9,3",62,-2
Pázmánd,Kistelepülés,829,"10,2",262,"10,3",-567,"0,1"
Écs,Kistelepülés,133,"13,6",260,"10,3",127,"-3,3"
Fülöpszállás,Kistelepülés,643,"10,8",849,"8,7",206,"-2,1"
Kerecsend,Kistelepülés,944,10,867,"8,7",-77,"-1,3"
Bőny,Kistelepülés,872,"10,1",885,"8,7",13,"-1,4"
Iszkaszentgyörgy,Kistelepülés,597,11,124,"11,1",-473,"0,1"
Zámoly,Kistelepülés,1243,"9,4",228,"10,4",-1015,1
Őcsény,Kistelepülés,330,"12,1",120,"11,1",-210,-1
Mezőzombor,Kistelepülés,1724,"8,7",881,"8,7",-843,0
Köröstarcsa,Kistelepülés,537,"11,2",719,"8,9",182,"-2,3"
Szendrőlád,Kistelepülés,2662,"7,1",2677,"6,2",15,"-0,9"
Nyírkarász,Kistelepülés,681,"10,7",1556,"7,7",875,-3
Bekecs,Kistelepülés,354,12,358,"9,9",4,"-2,1"
Buj,Kistelepülés,787,"10,4",1064,"8,4",277,-2
Segesd,Kistelepülés,1281,"9,4",1667,"7,6",386,"-1,8"
Apagy,Kistelepülés,399,"11,8",86,"11,5",-313,"-0,3"
Bősárkány,Kistelepülés,821,"10,2",835,"8,8",14,"-1,4"
Szank,Kistelepülés,566,"11,1",443,"9,6",-123,"-1,5"
Szigetújfalu,Kistelepülés,491,"11,3",932,"8,6",441,"-2,7"
Domony,Kistelepülés,529,"11,2",1576,"7,7",1047,"-3,5"
Gyöngyöstarján,Kistelepülés,389,"11,9",528,"9,4",139,"-2,5"
Pilisszentkereszt,Kistelepülés,232,"12,7",147,"10,9",-85,"-1,8"
Kéthely,Kistelepülés,561,"11,1",1116,"8,3",555,"-2,8"
Kisszállás,Kistelepülés,686,"10,7",651,"9,1",-35,"-1,6"
Dunakiliti,Kistelepülés,151,"13,4",336,10,185,"-3,4"
Vácszentlászló,Kistelepülés,300,"12,3",309,10,9,"-2,3"
Litér,Kistelepülés,140,"13,5",121,"11,1",-19,"-2,4"
Békéssámson,Kistelepülés,1346,"9,3",934,"8,6",-412,"-0,7"
Szászvár,Kistelepülés,930,10,768,"8,9",-162,"-1,1"
Tiszakarád,Kistelepülés,2303,"7,9",2043,"7,2",-260,"-0,7"
Tiszabő,Kistelepülés,2760,"6,6",2778,"5,7",18,"-0,9"
Böhönye,Kistelepülés,1009,"9,9",517,"9,4",-492,"-0,5"
Pilismarót,Kistelepülés,795,"10,3",422,"9,7",-373,"-0,6"
Öskü,Kistelepülés,1030,"9,8",479,"9,5",-551,"-0,3"
Beremend,Kistelepülés,211,"12,9",354,"9,9",143,-3
Nyírcsaholy,Kistelepülés,937,10,688,9,-249,-1
Városföld,Kistelepülés,174,"13,1",166,"10,7",-8,"-2,4"
Badacsonytomaj,Kistelepülés,25,"16,9",34,"13,3",9,"-3,6"
Csopak,Kistelepülés,15,"17,5",28,"13,4",13,"-4,1"
Sáránd,Kistelepülés,380,"11,9",319,10,-61,"-1,9"
Monostorpályi,Kistelepülés,534,"11,2",1134,"8,3",600,"-2,9"
Nyírmihálydi,Kistelepülés,2296,8,1950,"7,3",-346,"-0,7"
Perbál,Kistelepülés,132,"13,6",620,"9,2",488,"-4,4"
Ádánd,Kistelepülés,663,"10,8",687,9,24,"-1,8"
Ásványráró,Kistelepülés,368,12,380,"9,8",12,"-2,2"
Romhány,Kistelepülés,425,"11,7",300,"10,1",-125,"-1,6"
Császártöltés,Kistelepülés,500,"11,3",596,"9,2",96,"-2,1"
Cserkeszőlő,Kistelepülés,93,"14,3",74,"11,8",-19,"-2,5"
Okány,Kistelepülés,1198,"9,5",1606,"7,7",408,"-1,8"
Nagydobos,Kistelepülés,946,10,1234,"8,2",288,"-1,8"
Gara,Kistelepülés,1069,"9,8",1863,"7,4",794,"-2,4"
Mocsa,Kistelepülés,968,10,332,10,-636,0
Almásfüzitő,Kistelepülés,161,"13,3",89,"11,5",-72,"-1,8"
Nagymányok,Kistelepülés,927,10,495,"9,5",-432,"-0,5"
Alattyán,Kistelepülés,696,"10,6",905,"8,6",209,-2
Csévharaszt,Kistelepülés,183,"13,1",458,"9,6",275,"-3,5"
Kecskéd,Kistelepülés,1039,"9,8",175,"10,7",-864,"0,9"
Máriakálnok,Kistelepülés,303,"12,3",927,"8,6",624,"-3,7"
Kunfehértó,Kistelepülés,311,"12,3",232,"10,4",-79,"-1,9"
Bokod,Kistelepülés,353,12,370,"9,8",17,"-2,2"
Mágocs,Kistelepülés,416,"11,7",356,"9,9",-60,"-1,8"
Felsőörs,Kistelepülés,111,"13,8",61,"12,1",-50,"-1,7"
Balatonszárszó,Kistelepülés,36,16,27,"13,4",-9,"-2,6"
Csány,Kistelepülés,769,"10,4",1015,"8,5",246,"-1,9"
Nyársapát,Kistelepülés,1859,"8,6",2075,"7,2",216,"-1,4"
Pétervására,Kistelepülés,515,"11,3",223,"10,4",-292,"-0,9"
Döge,Kistelepülés,543,"11,2",1224,"8,2",681,-3
Fehérvárcsurgó,Kistelepülés,761,"10,4",195,"10,6",-566,"0,2"
Konyár,Kistelepülés,997,"9,9",2377,"6,8",1380,"-3,1"
Jászdózsa,Kistelepülés,1091,"9,7",1053,"8,4",-38,"-1,3"
Somoskőújfalu,Kistelepülés,644,"10,8",664,"9,1",20,"-1,7"
Bucsa,Kistelepülés,718,"10,6",1051,"8,4",333,"-2,2"
Nagybaracska,Kistelepülés,1056,"9,8",991,"8,5",-65,"-1,3"
Sukoró,Kistelepülés,84,"14,4",97,"11,3",13,"-3,1"
Szany,Kistelepülés,324,"12,2",218,"10,4",-106,"-1,8"
Balatonfenyves,Kistelepülés,33,"16,1",26,"13,5",-7,"-2,6"
Forráskút,Kistelepülés,579,11,162,"10,8",-417,"-0,2"
Szentkirályszabadja,Kistelepülés,157,"13,3",144,"10,9",-13,"-2,4"
Tiszadada,Kistelepülés,1211,"9,5",710,9,-501,"-0,5"
Apostag,Kistelepülés,439,"11,6",382,"9,8",-57,"-1,8"
Sajóvámos,Kistelepülés,513,"11,3",1434,"7,9",921,"-3,4"
Tengelic,Kistelepülés,1098,"9,7",1175,"8,2",77,"-1,5"
Maroslele,Kistelepülés,485,"11,4",498,"9,5",13,"-1,9"
Kópháza,Kistelepülés,158,"13,3",128,"11,1",-30,"-2,2"
Aranyosapáti,Kistelepülés,2453,"7,7",2251,7,-202,"-0,7"
Csengőd,Kistelepülés,1003,"9,9",713,9,-290,"-0,9"
Iklad,Kistelepülés,669,"10,7",504,"9,5",-165,"-1,2"
Mezőszilas,Kistelepülés,1365,"9,2",702,9,-663,"-0,2"
Ópusztaszer,Kistelepülés,519,"11,2",253,"10,3",-266,"-0,9"
Vasad,Kistelepülés,417,"11,7",909,"8,6",492,"-3,1"
Szabadegyháza,Kistelepülés,143,"13,5",72,"11,9",-71,"-1,6"
