Település,Településtípus,Év,Rangsor
Cún,Kistelepülés,2022,2814
Ivándárda,Kistelepülés,2022,1699
Szécsénke,Kistelepülés,2022,1125
Kemenesszentmárton,Kistelepülés,2022,2087
Kisberény,Kistelepülés,2022,2275
Komjáti,Kistelepülés,2022,1885
Nemeskér,Kistelepülés,2022,1026
Pusztaradvány,Kistelepülés,2022,2863
Tilaj,Kistelepülés,2022,2622
Bodolyabér,Kistelepülés,2022,1923
Basal,Kistelepülés,2022,2697
Drávacsepely,Kistelepülés,2022,2787
Kákics,Kistelepülés,2022,2703
Potony,Kistelepülés,2022,2121
Szinpetri,Kistelepülés,2022,2646
Csapi,Kistelepülés,2022,1650
Harasztifalu,Kistelepülés,2022,1654
Kiscsécs,Kistelepülés,2022,2880
Kisgyalán,Kistelepülés,2022,2243
Németfalu,Kistelepülés,2022,2246
Feked,Kistelepülés,2022,1339
Zalamerenye,Kistelepülés,2022,2133
Bánfa,Kistelepülés,2022,2728
Kerkaszentkirály,Kistelepülés,2022,1006
Kiskutas,Kistelepülés,2022,1466
Szécsisziget,Kistelepülés,2022,1308
Szentbékkálla,Kistelepülés,2022,784
Várfölde,Kistelepülés,2022,2439
Alsóregmec,Kistelepülés,2022,1990
Magyartelek,Kistelepülés,2022,2725
Miklósi,Kistelepülés,2022,1057
Bezedek,Kistelepülés,2022,972
Zalkod,Kistelepülés,2022,2139
Balatonrendes,Kistelepülés,2022,970
Liptód,Kistelepülés,2022,2320
Porrog,Kistelepülés,2022,861
Csonkamindszent,Kistelepülés,2022,2490
Vásárosbéc,Kistelepülés,2022,1880
Kisasszonyfa,Kistelepülés,2022,2804
Márfa,Kistelepülés,2022,2565
Rádfalva,Kistelepülés,2022,2585
Fazekasboda,Kistelepülés,2022,2206
Ozmánbük,Kistelepülés,2022,1732
Kacorlak,Kistelepülés,2022,2342
Kishajmás,Kistelepülés,2022,2492
Pusztafalu,Kistelepülés,2022,1191
Rinyabesenyő,Kistelepülés,2022,2813
Keszőhidegkút,Kistelepülés,2022,2310
Sajómercse,Kistelepülés,2022,2447
Bakonykoppány,Kistelepülés,2022,1979
Baranyahídvég,Kistelepülés,2022,2446
Sámod,Kistelepülés,2022,1596
Tárnokréti,Kistelepülés,2022,1566
Monyoród,Kistelepülés,2022,1548
Rinyakovácsi,Kistelepülés,2022,2853
Hosszúvölgy,Kistelepülés,2022,2228
Kercaszomor,Kistelepülés,2022,837
Kisgörbő,Kistelepülés,2022,2415
Kisherend,Kistelepülés,2022,2577
Ibafa,Kistelepülés,2022,2083
Pinkamindszent,Kistelepülés,2022,2218
Maráza,Kistelepülés,2022,2131
Kórós,Kistelepülés,2022,2522
Rábcakapi,Kistelepülés,2022,2274
Felsőjánosfa,Kistelepülés,2022,1031
Kiscsehi,Kistelepülés,2022,1796
Kisrécse,Kistelepülés,2022,1641
Somogyaracs,Kistelepülés,2022,2819
Kerkateskánd,Kistelepülés,2022,1328
Molvány,Kistelepülés,2022,2534
Nagykölked,Kistelepülés,2022,2332
Pula,Kistelepülés,2022,1299
Tivadar,Kistelepülés,2022,899
Trizs,Kistelepülés,2022,2508
Drávaiványi,Kistelepülés,2022,2827
Kékesd,Kistelepülés,2022,2178
Komlósd,Kistelepülés,2022,2516
Kozárd,Kistelepülés,2022,411
Örvényes,Kistelepülés,2022,340
Szilvásszentmárton,Kistelepülés,2022,1551
Csurgónagymarton,Kistelepülés,2022,2251
Szalapa,Kistelepülés,2022,2636
Tornaszentandrás,Kistelepülés,2022,1878
Bakháza,Kistelepülés,2022,2834
Edde,Kistelepülés,2022,2785
Somogyegres,Kistelepülés,2022,2162
Kistolmács,Kistelepülés,2022,2546
Lapáncsa,Kistelepülés,2022,2504
Nagygörbő,Kistelepülés,2022,627
Nemesládony,Kistelepülés,2022,2604
Pusztacsó,Kistelepülés,2022,2408
Pereked,Kistelepülés,2022,2872
Porpác,Kistelepülés,2022,2748
Kissziget,Kistelepülés,2022,2749
Nagybudmér,Kistelepülés,2022,2732
Hunyadfalva,Kistelepülés,2022,2204
Magyardombegyház,Kistelepülés,2022,2153
Szentimrefalva,Kistelepülés,2022,2822
Dobronhegy,Kistelepülés,2022,2266
Grábóc,Kistelepülés,2022,2150
Regenye,Kistelepülés,2022,2595
Adorjás,Kistelepülés,2022,2717
Kisnyárád,Kistelepülés,2022,1929
Horpács,Kistelepülés,2022,1231
Kisrákos,Kistelepülés,2022,2145
Pusztaederics,Kistelepülés,2022,679
Drávaszerdahely,Kistelepülés,2022,1668
Hegyháthodász,Kistelepülés,2022,1647
Tésenfa,Kistelepülés,2022,2791
Várkesző,Kistelepülés,2022,2529
Visz,Kistelepülés,2022,1983
Ág,Kistelepülés,2022,2844
Bakonygyirót,Kistelepülés,2022,1657
Hegyesd,Kistelepülés,2022,2013
Újsolt,Kistelepülés,2022,1666
Bakonykúti,Kistelepülés,2022,1784
Meszes,Kistelepülés,2022,2040
Áta,Kistelepülés,2022,2211
Somogyacsa,Kistelepülés,2022,2613
Baskó,Kistelepülés,2022,2035
Iliny,Kistelepülés,2022,2098
Pálfiszeg,Kistelepülés,2022,2265
Pettend,Kistelepülés,2022,2882
Bezeréd,Kistelepülés,2022,2401
Drávagárdony,Kistelepülés,2022,2629
Gyanógeregye,Kistelepülés,2022,2039
Péterhida,Kistelepülés,2022,2630
Drávacsehi,Kistelepülés,2022,2603
Kisasszond,Kistelepülés,2022,2675
Kupa,Kistelepülés,2022,2774
Sósvertike,Kistelepülés,2022,2680
Nagyvejke,Kistelepülés,2022,2467
Büttös,Kistelepülés,2022,2427
Gyöngyfa,Kistelepülés,2022,2868
Tikos,Kistelepülés,2022,2803
Abod,Kistelepülés,2022,2341
Nagytilaj,Kistelepülés,2022,2432
Pócsa,Kistelepülés,2022,2460
Rápolt,Kistelepülés,2022,2627
Vejti,Kistelepülés,2022,1705
Ebergőc,Kistelepülés,2022,1316
Kánó,Kistelepülés,2022,2262
Lápafő,Kistelepülés,2022,2640
Bihardancsháza,Kistelepülés,2022,2724
Vásárosfalu,Kistelepülés,2022,1302
Darnó,Kistelepülés,2022,2730
Mesterháza,Kistelepülés,2022,2128
Rábaszentmiklós,Kistelepülés,2022,2045
Apácatorna,Kistelepülés,2022,2777
Hegyhátsál,Kistelepülés,2022,1688
Katádfa,Kistelepülés,2022,2731
Zalaszegvár,Kistelepülés,2022,2796
Dobri,Kistelepülés,2022,849
Hegyhátszentpéter,Kistelepülés,2022,2115
Lócs,Kistelepülés,2022,2094
Ózdfalu,Kistelepülés,2022,2837
Siklósbodony,Kistelepülés,2022,2802
Kisbárkány,Kistelepülés,2022,1577
Okorág,Kistelepülés,2022,2789
Páprád,Kistelepülés,2022,2412
Somogydöröcske,Kistelepülés,2022,1449
Varászló,Kistelepülés,2022,2337
Tótszentgyörgy,Kistelepülés,2022,2417
Garbolc,Kistelepülés,2022,2430
Csarnóta,Kistelepülés,2022,2600
Nemeskisfalud,Kistelepülés,2022,2807
Vékény,Kistelepülés,2022,2705
Zsebeháza,Kistelepülés,2022,1671
Kalaznó,Kistelepülés,2022,2061
Kálócfa,Kistelepülés,2022,1926
Várad,Kistelepülés,2022,745
Döbörhegy,Kistelepülés,2022,1754
Sérsekszőlős,Kistelepülés,2022,1832
Alsótelekes,Kistelepülés,2022,1904
Felsőtold,Kistelepülés,2022,777
Nagycsány,Kistelepülés,2022,2846
Kisszőlős,Kistelepülés,2022,2767
Oroszi,Kistelepülés,2022,2485
Somogycsicsó,Kistelepülés,2022,2105
Balatonhenye,Kistelepülés,2022,950
Kerkakutas,Kistelepülés,2022,2010
Répceszentgyörgy,Kistelepülés,2022,2056
Szőke,Kistelepülés,2022,2850
Bácsszentgyörgy,Kistelepülés,2022,2072
Döröske,Kistelepülés,2022,2229
Velény,Kistelepülés,2022,2849
Fűzvölgy,Kistelepülés,2022,1762
Meződ,Kistelepülés,2022,2292
Hegyhátmaróc,Kistelepülés,2022,2283
Szilvás,Kistelepülés,2022,2552
Udvar,Kistelepülés,2022,281
Apátvarasd,Kistelepülés,2022,2825
Kányavár,Kistelepülés,2022,2770
Bükkmogyorósd,Kistelepülés,2022,2495
Kerkafalva,Kistelepülés,2022,2843
Nagymizdó,Kistelepülés,2022,2097
Felsőegerszeg,Kistelepülés,2022,2248
Nagyhódos,Kistelepülés,2022,1494
Maglóca,Kistelepülés,2022,2361
Nemesnép,Kistelepülés,2022,1739
Barlahida,Kistelepülés,2022,1355
Bosta,Kistelepülés,2022,2832
Kisfüzes,Kistelepülés,2022,1940
Ólmod,Kistelepülés,2022,1399
Vindornyafok,Kistelepülés,2022,2012
Baranyaszentgyörgy,Kistelepülés,2022,2173
Kistamási,Kistelepülés,2022,2838
Szentjakabfa,Kistelepülés,2022,1396
Vid,Kistelepülés,2022,2809
Nemesborzova,Kistelepülés,2022,2835
Vekerd,Kistelepülés,2022,2794
Zalasárszeg,Kistelepülés,2022,2610
Drávakeresztúr,Kistelepülés,2022,2614
Háromhuta,Kistelepülés,2022,963
Tagyon,Kistelepülés,2022,1962
Várong,Kistelepülés,2022,2187
Füzérkajata,Kistelepülés,2022,2399
Németbánya,Kistelepülés,2022,1858
Vázsnok,Kistelepülés,2022,2517
Hernádbűd,Kistelepülés,2022,2362
Kiscsősz,Kistelepülés,2022,1251
Padár,Kistelepülés,2022,2639
Cserhátszentiván,Kistelepülés,2022,337
Kallósd,Kistelepülés,2022,2715
Fiad,Kistelepülés,2022,2606
Mérges,Kistelepülés,2022,1714
Szőlősardó,Kistelepülés,2022,1497
Edve,Kistelepülés,2022,2569
Győröcske,Kistelepülés,2022,2575
Hegymeg,Kistelepülés,2022,2215
Szágy,Kistelepülés,2022,2795
Szellő,Kistelepülés,2022,2558
Szentpéterfölde,Kistelepülés,2022,1455
Szentborbás,Kistelepülés,2022,2234
Vállus,Kistelepülés,2022,1725
Kisdér,Kistelepülés,2022,2786
Sárok,Kistelepülés,2022,2410
Vöröstó,Kistelepülés,2022,1011
Kemeneskápolna,Kistelepülés,2022,2533
Monoszló,Kistelepülés,2022,471
Zalaújlak,Kistelepülés,2022,2744
Ormándlak,Kistelepülés,2022,2455
Szorosad,Kistelepülés,2022,1703
Tarrós,Kistelepülés,2022,2641
Ispánk,Kistelepülés,2022,623
Ivánbattyán,Kistelepülés,2022,1918
Tófű,Kistelepülés,2022,2544
Vöckönd,Kistelepülés,2022,2463
Zsennye,Kistelepülés,2022,1373
Keléd,Kistelepülés,2022,2329
Szuhafő,Kistelepülés,2022,630
Vindornyalak,Kistelepülés,2022,1847
Babarcszőlős,Kistelepülés,2022,2548
Szászfa,Kistelepülés,2022,2712
Drávapiski,Kistelepülés,2022,2821
Fenyőfő,Kistelepülés,2022,2102
Daraboshegy,Kistelepülés,2022,2784
Kisjakabfalva,Kistelepülés,2022,1897
Pányok,Kistelepülés,2022,2484
Besence,Kistelepülés,2022,2676
Döbröce,Kistelepülés,2022,2082
Kisbudmér,Kistelepülés,2022,2679
Óbánya,Kistelepülés,2022,618
Pécsbagota,Kistelepülés,2022,2824
Szentkatalin,Kistelepülés,2022,2755
Varga,Kistelepülés,2022,2828
Barnag,Kistelepülés,2022,1051
Kisberzseny,Kistelepülés,2022,2373
Komlódtótfalu,Kistelepülés,2022,1424
Pécsdevecser,Kistelepülés,2022,2563
Kétvölgy,Kistelepülés,2022,921
Somogybükkösd,Kistelepülés,2022,2431
Zalaigrice,Kistelepülés,2022,2672
Alsógagy,Kistelepülés,2022,2333
Debercsény,Kistelepülés,2022,2306
Filkeháza,Kistelepülés,2022,935
Orbányosfa,Kistelepülés,2022,2759
Hetyefő,Kistelepülés,2022,2277
Potyond,Kistelepülés,2022,1768
Tésa,Kistelepülés,2022,2339
Vadosfa,Kistelepülés,2022,2488
Dinnyeberki,Kistelepülés,2022,2032
Gétye,Kistelepülés,2022,2535
Ortaháza,Kistelepülés,2022,1827
Sárfimizdó,Kistelepülés,2022,2237
Újszalonta,Kistelepülés,2022,2848
Vágáshuta,Kistelepülés,2022,1538
Belsősárd,Kistelepülés,2022,994
Bokor,Kistelepülés,2022,692
Főnyed,Kistelepülés,2022,2719
Keménfa,Kistelepülés,2022,2422
Okorvölgy,Kistelepülés,2022,2583
Szentmargitfalva,Kistelepülés,2022,2820
Kiszsidány,Kistelepülés,2022,1264
Almáskeresztúr,Kistelepülés,2022,2436
Palé,Kistelepülés,2022,2799
Galvács,Kistelepülés,2022,1857
Imola,Kistelepülés,2022,2326
Magyarlukafa,Kistelepülés,2022,2390
Kaszó,Kistelepülés,2022,1131
Kutasó,Kistelepülés,2022,1395
Csöde,Kistelepülés,2022,1834
Gadács,Kistelepülés,2022,2845
Gyalóka,Kistelepülés,2022,1821
Halastó,Kistelepülés,2022,1625
Abaújlak,Kistelepülés,2022,2413
Erdősmárok,Kistelepülés,2022,2726
Szörény,Kistelepülés,2022,2617
Gyűrűs,Kistelepülés,2022,2693
Kaposgyarmat,Kistelepülés,2022,2733
Bodorfa,Kistelepülés,2022,2664
Bódvarákó,Kistelepülés,2022,2720
Hernyék,Kistelepülés,2022,2699
Nagyhuta,Kistelepülés,2022,1215
Almásháza,Kistelepülés,2022,2471
Kerkáskápolna,Kistelepülés,2022,1970
Mogyoróska,Kistelepülés,2022,1230
Csebény,Kistelepülés,2022,2823
Rábasebes,Kistelepülés,2022,1661
Somlóvecse,Kistelepülés,2022,2376
Somogysimonyi,Kistelepülés,2022,2771
Szentkozmadombja,Kistelepülés,2022,2047
Irota,Kistelepülés,2022,1973
Kisbeszterce,Kistelepülés,2022,2841
Velemér,Kistelepülés,2022,2051
Bürüs,Kistelepülés,2022,1772
Gömörszőlős,Kistelepülés,2022,1425
Sénye,Kistelepülés,2022,2739
Porrogszentpál,Kistelepülés,2022,2808
Ligetfalva,Kistelepülés,2022,2473
Marócsa,Kistelepülés,2022,2826
Hegyhátszentmárton,Kistelepülés,2022,2127
Orfalu,Kistelepülés,2022,1707
Salföld,Kistelepülés,2022,793
Kovácsszénája,Kistelepülés,2022,1956
Pördefölde,Kistelepülés,2022,2870
Kispirit,Kistelepülés,2022,2798
Regéc,Kistelepülés,2022,1155
Abaújalpár,Kistelepülés,2022,2366
Gáborjánháza,Kistelepülés,2022,2763
Cakóháza,Kistelepülés,2022,2775
Szatta,Kistelepülés,2022,1829
Viszló,Kistelepülés,2022,2294
Zebecke,Kistelepülés,2022,2874
Hosztót,Kistelepülés,2022,2660
Kishódos,Kistelepülés,2022,2851
Külsősárd,Kistelepülés,2022,2519
Markóc,Kistelepülés,2022,2185
Maróc,Kistelepülés,2022,1480
Óbudavár,Kistelepülés,2022,1487
Bakonyság,Kistelepülés,2022,1806
Márokföld,Kistelepülés,2022,1458
Zalameggyes,Kistelepülés,2022,2745
Zalaszentmárton,Kistelepülés,2022,2714
Kány,Kistelepülés,2022,2445
Pamlény,Kistelepülés,2022,2792
Patca,Kistelepülés,2022,1208
Husztót,Kistelepülés,2022,2576
Tengeri,Kistelepülés,2022,2830
Varbóc,Kistelepülés,2022,1389
Lasztonya,Kistelepülés,2022,2134
Kékkút,Kistelepülés,2022,49
Alsószenterzsébet,Kistelepülés,2022,2765
Gombosszeg,Kistelepülés,2022,1785
Hosszúvíz,Kistelepülés,2022,2403
Garáb,Kistelepülés,2022,442
Gosztola,Kistelepülés,2022,1163
Valkonya,Kistelepülés,2022,1659
Arka,Kistelepülés,2022,1248
Iklanberény,Kistelepülés,2022,2810
Kemse,Kistelepülés,2022,2691
Bödeháza,Kistelepülés,2022,2491
Dötk,Kistelepülés,2022,2253
Horváthertelend,Kistelepülés,2022,2859
Szaknyér,Kistelepülés,2022,2054
Nyésta,Kistelepülés,2022,2769
Rinyaújnép,Kistelepülés,2022,2876
Kára,Kistelepülés,2022,1655
Murga,Kistelepülés,2022,2483
Börzönce,Kistelepülés,2022,2857
Égerszög,Kistelepülés,2022,2747
Kisvásárhely,Kistelepülés,2022,2790
Zalaszombatfa,Kistelepülés,2022,2847
Baglad,Kistelepülés,2022,2750
Becskeháza,Kistelepülés,2022,2800
Szijártóháza,Kistelepülés,2022,2695
Zalaköveskút,Kistelepülés,2022,2106
Szárász,Kistelepülés,2022,2829
Magyarföld,Kistelepülés,2022,1950
Sima,Kistelepülés,2022,1118
Litka,Kistelepülés,2022,2642
Ramocsa,Kistelepülés,2022,2866
Gagyapáti,Kistelepülés,2022,2701
Libickozma,Kistelepülés,2022,2381
Kozmadombja,Kistelepülés,2022,1933
Lendvadedes,Kistelepülés,2022,2815
Megyer,Kistelepülés,2022,2597
Lendvajakabfa,Kistelepülés,2022,2451
Teresztenye,Kistelepülés,2022,2707
Keresztéte,Kistelepülés,2022,1525
Tornabarakony,Kistelepülés,2022,2706
Csér,Kistelepülés,2022,2571
Csertalakos,Kistelepülés,2022,2879
Nemesmedves,Kistelepülés,2022,2762
Pusztaapáti,Kistelepülés,2022,2507
Tornakápolna,Kistelepülés,2022,1186
Perecse,Kistelepülés,2022,2696
Debréte,Kistelepülés,2022,2643
Felsőszenterzsébet,Kistelepülés,2022,2860
Iborfia,Kistelepülés,2022,2369
